ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE
07252Q93OM,39,1,361564.0,494,1
07255O92IC,49,1,729413.3333333334,492,1
07256S09KQ,38,1,533941.3333333334,135,1
07261J20SP,31,0,374768.0,392,1
07263O72OI,63,1,247469.0,409,1
07264B88EP,31,1,182928.0,119,0
07266W80AE,29,1,181884.0,587,1
07273M17EI,31,0,190234.66666666666,347,0
07274C42HS,53,0,300450.6666666667,262,0
07276Q75IE,59,1,251348.0,426,1
07279M14JE,51,1,295020.0,689,1
07281Y65CW,38,1,233222.0,432,0
07282O48FR,40,1,675464.0,429,0
07285I88YJ,61,1,551774.0,63,1
07286T81HZ,50,1,195288.0,438,1
07289M09XG,64,0,258501.33333333334,453,1
07292W87UG,64,0,469277.3333333333,339,0
07293Y93SZ,44,1,341987.0,448,1
07294V38GV,58,0,155584.0,941,0
07297G00NQ,52,0,296029.3333333333,345,0
07297Y75CX,32,0,369496.0,377,1
07299E92HR,52,0,501365.3333333333,322,0
07303C54LZ,35,0,160109.33333333334,48,0
07305A99VI,26,1,170598.0,415,1
07309I78XM,33,1,297216.0,227,1
07310G31CZ,35,1,151054.0,457,1
07312G94XV,50,0,792154.6666666666,379,1
07313G94GR,58,0,275181.3333333333,304,1
07313J04FV,40,0,484304.0,369,0
07313O78XS,65,1,435926.0,465,1
07316R61CK,27,1,195441.0,233,1
07319A28PZ,64,1,337535.0,371,1
07321E34RE,35,1,189480.0,470,1
07321P68PV,34,0,385244.3333333334,141,1
07329W42UH,58,1,561873.0,316,0
07331R25JH,45,1,482427.0,176,1
07331U83GO,37,0,323392.0,543,1
07332C71AT,60,0,173128.0,496,1
07334W25HO,46,0,275224.0,447,1
07336Z19QF,30,0,469333.3333333333,496,1
07343C28VP,46,0,387178.6666666667,460,1
07343G72WH,39,0,309136.0,271,1
07351R25KR,50,1,527525.3333333334,175,1
07353G53GI,40,1,366928.0,77,0
07354Q73SN,41,0,395890.6666666667,843,1
07356Q19EM,38,1,317291.0,362,1
07366C55QH,32,0,141970.66666666666,450,0
07367F59JF,39,1,176223.0,316,0
07367Y73OX,31,1,199158.0,232,1
07369G51PT,35,0,314549.3333333333,326,1
07370B48OT,63,0,90482.66666666667,338,0
07374H20DU,31,1,186624.0,417,1
07374T14MI,48,0,278152.0,136,0
07375L59BF,32,1,210478.0,881,0
07378K47RM,26,1,294266.0,56,1
07378W62MY,53,1,603664.0,280,1
07381Q44VH,39,1,148319.0,364,1
07382O26BN,44,1,122221.0,113,0
07385N81IQ,40,0,355909.3333333333,341,1
07391X66IM,39,1,607429.3333333334,786,1
07393Q85GO,38,1,500656.0,874,1
07395K62KF,53,1,82666.0,165,0
07397Y87JL,31,0,297417.3333333333,337,0
07401B04OO,61,1,107269.0,815,0
07404U27JA,39,1,202504.0,431,1
07408K54JK,26,0,325266.6666666667,461,1
07410W28GY,52,1,513871.0,362,1
07411R73PA,51,1,259697.0,15,0
07415O57NS,46,0,372221.3333333333,333,1
07417O13VZ,56,1,639370.0,664,1
07418A97PG,38,0,391517.3333333333,221,0
07421A06WV,35,0,318160.3333333334,388,1
07422Y58YQ,31,1,213631.0,378,0
07425L50VL,45,1,206423.0,417,1
07430S95EN,45,1,497107.0,193,1
07435E73SN,62,0,257141.33333333334,872,1
07435F47WM,60,0,178986.66666666666,258,0
07437W29JS,35,1,153421.0,673,0
07440I67UL,62,0,120237.33333333333,243,0
07441K85JD,35,1,235148.0,339,1
07441N60UU,56,1,723334.0,241,1
07448M62QI,50,1,222528.0,408,1
07456O52SW,44,1,766693.3333333334,224,1
07457O81BL,37,0,697208.0,885,1
07457Q18XY,64,1,514802.0,485,1
07459S53FY,27,1,125290.0,4,0
07461G70PH,37,1,205788.0,389,0
07463Y85TX,28,0,267181.3333333333,498,1
07464K37VR,63,0,256506.66666666666,315,0
07465S49LC,48,1,369939.0,469,1
07466U01EJ,46,1,487968.0,310,0
07466V79CG,37,1,242000.0,319,1
07467N17KU,31,1,169835.0,156,1
07470X34PS,28,1,258257.0,59,1
07471C94WK,38,1,698869.3333333334,941,1
07476Y71TW,65,1,530323.0,346,0
07477S00XT,51,0,457752.0,209,1
07480U05UA,41,1,136412.0,1,0
07481N23EN,37,0,470709.3333333333,904,1
07489D75BU,35,1,158438.0,728,1
07490X28GK,50,1,335150.0,389,1
07493E93LN,65,0,86938.66666666667,230,1
07493S53OE,49,0,439061.3333333333,462,1
07496J21SW,53,1,357822.0,805,1
07498M49ZX,60,1,254115.0,391,1
07501I82AR,43,1,116875.0,465,1
07504A37JK,38,1,348079.0,416,1
07505H25TY,29,0,273008.0,105,0
07510Q95OZ,31,1,230534.0,690,1
07513Q80CT,58,0,473778.6666666667,340,1
07513Y83IU,44,1,637378.6666666666,305,0
07513Z92JO,52,1,452321.0,1009,1
07523H68PC,48,1,191323.0,254,0
07524C40GZ,61,0,439234.6666666667,386,1
07526R84CN,65,0,390994.6666666667,964,0
07528O90LD,44,1,191880.0,438,0
07529L25SB,34,0,444968.0,445,1
07531E73NT,25,0,221600.0,338,0
07536F71RI,52,0,343626.6666666667,723,1
07537H21GA,62,1,200729.0,395,1
07537N67UR,30,1,186105.0,209,1
07542S59PZ,40,1,314133.0,440,1
07543Y04QE,41,1,485846.0,449,1
07547P89NE,65,1,160614.0,463,1
07549T65PQ,40,1,524992.0,177,1
07549Y70XY,34,1,159186.0,39,0
07553W33AC,41,1,518338.6666666667,223,0
07554T06JQ,38,1,168326.0,323,0
07556V18VR,56,0,152869.33333333334,222,1
07558C73VV,32,0,370173.3333333333,96,1
07558U69AU,47,1,321141.0,442,0
07566T16JP,42,1,212986.0,288,1
07568H68YG,28,0,416757.3333333333,315,0
07568Z88RL,31,1,145868.0,324,0
07571J97YP,31,1,297509.0,737,1
07574K65JU,37,1,211808.0,403,0
07574Z63JQ,32,1,258454.0,451,0
07577C58TY,45,0,764909.3333333334,638,1
07580J78PV,46,0,730664.0,418,1
07580N92AY,49,1,234110.0,387,1
07582P59HE,63,1,523679.0,213,1
07584T30KF,46,0,662962.6666666666,338,1
07585X29TM,35,1,256358.0,30,0
07588B77SA,55,0,334077.3333333333,492,1
07590X68IW,50,1,163480.0,137,0
07591E99VS,31,1,154459.0,287,0
07591H40AI,57,1,667088.0,332,1
07592Y78TK,32,0,347402.6666666667,240,0
07595L04XQ,34,0,192682.66666666666,428,1
07596D21KN,38,0,394482.6666666667,405,1
07598A90CP,29,0,295976.0,372,1
07599F08YF,57,1,124397.0,905,1
07601R13YZ,30,0,310493.0,244,0
07603J96YX,51,0,104338.66666666667,238,0
07604M28NJ,64,1,248384.0,276,0
07604Y76CT,49,0,321816.0,213,1
07605N76PK,36,1,313282.0,426,1
07606W63VY,32,0,373728.0,212,0
07612R87QG,49,1,262601.0,375,1
07615B26YF,46,1,252638.0,314,0
07619P97BT,58,1,668254.0,448,0
07620D33ID,46,1,110862.0,228,1
07622I24KH,43,0,409040.0,346,0
07625F05UR,40,1,327462.0,210,1
07635K58JA,56,0,362853.3333333333,120,1
07638V75ZK,32,1,247483.0,347,0
07640N70WW,38,1,348460.0,289,1
07640T62YC,48,1,345700.0,40,1
07642K91OJ,33,1,263077.0,301,1
07643V14PX,63,1,550357.0,391,1
07647A47BF,26,0,210085.33333333334,204,0
07647W41RG,47,0,680773.3333333334,482,1
07648D46HB,58,0,234648.0,469,1
07649O99RK,62,1,190297.0,74,1
07651E12HK,48,1,403934.0,185,1
07655B35KS,51,1,271017.0,115,0
07656K48QA,57,1,242214.0,466,0
07658D49UQ,56,1,686126.0,146,1
07663E16RJ,61,1,173410.0,1016,1
07664H05TZ,45,0,649498.6666666666,70,1
07665F04QR,65,0,393224.0,880,1
07666J41PV,58,1,360473.0,109,1
07670C28BK,27,1,234564.0,405,1
07670C91SU,38,1,428485.0,304,1
07670Y29KK,49,1,559864.0,661,1
07671M01JL,50,0,372941.3333333333,175,0
07675L47OO,58,0,407373.3333333333,284,0
07675V52BN,30,1,104594.0,995,1
07677E94UO,37,1,259305.0,336,0
07677Z91FQ,60,0,233514.66666666666,568,1
07680G83TW,42,0,320802.6666666667,439,1
07682C18VH,61,0,284461.3333333333,426,1
07684E75XB,32,0,459264.0,440,1
07687P70CM,60,1,72668.0,281,0
07689Z02YK,51,0,188448.0,310,0
07690T95QN,44,1,388790.0,319,1
07691Z85HV,40,0,425328.0,425,1
07696I78BD,29,0,222554.66666666666,294,1
07701S89GO,38,1,365420.0,241,1
07712T57FO,39,1,325747.0,254,0
07716R68QO,43,0,595648.0,185,0
07722R22AA,33,0,368760.0,19,0
07723X39JT,45,1,118924.0,497,1
07726C77HN,27,1,143726.0,299,0
07728V33WG,40,1,510189.3333333333,793,1
07730O07HF,59,0,137413.33333333334,233,0
07730Q03XK,40,1,143476.0,206,0
07731G84OB,44,1,503618.6666666667,222,0
07731V71WT,40,1,366338.0,414,0
07735E44EA,35,1,231682.0,126,0
07735Z09ZP,45,1,567002.6666666666,840,1
07737L81GO,26,0,472498.6666666667,255,1
07739Z42JZ,44,1,502408.0,248,0
07742R39OQ,45,0,538426.6666666666,216,0
07744S17RW,46,1,595570.6666666666,96,1
07747X78LU,30,1,194949.0,15,1
07749J69VP,25,1,237168.0,345,1
07750Q34HP,60,1,685894.0,298,1
07752V89ZA,37,0,299128.0,286,0
07753G07QK,27,0,188442.66666666666,274,0
07753O79TV,54,0,341408.0,483,1
07754E04MQ,56,1,463555.0,318,1
07755C85OD,59,0,441904.0,505,1
07755Q72RC,53,1,129298.0,76,0
07757I14XA,58,0,353893.3333333333,475,1
07762S42KE,33,0,319839.0,349,0
07763Q62CV,52,0,482976.0,465,0
07765E30SJ,64,0,202186.66666666666,83,0
07769I02SV,38,1,460791.0,251,1
07772X00EF,52,0,438453.3333333333,322,1
07774I02PT,53,0,237258.66666666666,472,1
07776E20RQ,30,1,270822.0,174,0
07776E71OK,33,1,112921.0,879,0
07776S20AB,57,1,343866.0,462,1
07778P78XU,58,1,788871.0,618,0
07782P93LS,62,0,476685.3333333333,231,1
07783H80OQ,51,0,340250.6666666667,484,1
07785W00VT,64,0,459064.0,446,1
07787X50JU,50,0,742992.0,501,1
07791S96ZI,57,0,103018.66666666667,873,0
07793S45UJ,38,1,164036.0,418,0
07795P58WZ,51,0,259493.33333333334,451,1
07797W21XK,45,1,165798.0,301,0
07798E87UV,61,1,236998.0,59,0
07800S90JJ,53,1,693447.0,353,0
07814U33VO,31,0,414893.0,465,0
07814W24GO,40,1,476881.0,221,0
07817G93SW,53,1,256337.0,275,0
07819M69PT,33,0,212866.66666666666,285,0
07821O00DK,37,1,485384.0,477,1
07825D15TS,47,1,566461.3333333334,149,0
07825Q67EH,56,1,262851.0,314,0
07826Y53XF,38,1,677866.6666666666,717,1
07827G13VA,39,0,687869.3333333334,212,0
07828J89MW,51,1,438681.0,646,1
07835F72KE,37,0,408152.0,284,0
07847H98DL,60,0,88296.0,409,0
07851A03CF,46,1,407794.0,241,1
07852N87JJ,38,1,226164.0,328,0
07854W39RQ,25,1,215390.0,385,1
07856K74MA,58,1,708856.0,225,0
07857R14MN,61,1,723529.0,451,1
07858D00LH,49,1,536277.3333333334,871,0
07860G93RH,37,1,408111.0,341,0
07861J20FQ,59,0,438344.0,241,1
07863A51YU,52,0,311893.3333333333,344,0
07865C51KY,64,0,81125.33333333333,477,1
07865K86OG,55,1,76798.0,318,0
07865R94VU,29,1,112779.0,279,1
07867F58TQ,51,1,485787.0,283,0
07871W45WB,42,1,191007.0,407,1
07873C23IF,41,1,276947.0,31,0
07875N63UZ,26,1,213969.0,492,1
07877M18QV,47,1,333527.0,331,1
07882U29UX,51,1,131916.0,235,0
07883Y94IT,56,0,314701.3333333333,144,0
07884H94NN,57,1,213540.0,646,1
07885Q33YD,65,0,511890.6666666667,927,1
07888W76GC,30,1,291071.0,916,1
07893D77YP,61,1,149999.0,239,0
07896D10CK,35,0,312801.0,496,1
07897M03AV,28,1,229816.0,284,1
07897X27OA,26,0,436218.6666666667,449,0
07898Y33JF,46,0,289458.6666666667,14,0
07899G62RQ,60,1,746054.0,154,0
07899Z88UY,43,0,435402.6666666667,785,1
07903Z54EE,32,1,101381.0,264,0
07909N79XW,54,1,219449.0,144,0
07910Z43SV,63,0,510904.0,277,1
07911M10CC,59,1,586476.0,54,1
07912U94AB,57,1,90522.0,359,1
07913D76MO,26,1,261181.0,418,1
07917S96JU,61,0,416485.3333333333,670,1
07919U77RI,39,0,403130.6666666667,598,1
07922M45KQ,58,0,514696.0,321,0
07922N98GS,58,0,239160.0,261,0
07923Y93UU,36,1,409914.0,388,1
07928K98CC,42,1,398775.0,161,1
07929B61AH,25,1,136342.0,309,0
07929Q61FE,26,0,250048.0,360,1
07932Q64HV,31,0,450544.0,337,0
07933T25OV,32,1,116766.0,462,1
07934K49TY,61,0,410794.6666666667,151,1
07936U90KD,53,1,683826.0,440,1
07943S21RA,25,0,239736.0,276,0
07944I82VV,60,1,197816.0,756,1
07951A19QU,39,1,487085.0,457,1
07953X67IG,65,0,91432.0,308,0
07958S01GE,26,1,281430.0,400,1
07961R95UI,56,0,128058.66666666667,253,0
07965V70KA,27,1,201089.0,232,1
07967Z71MR,25,1,172358.0,143,1
07968T99IT,30,0,141384.0,326,0
07969Q22WE,35,0,408259.3333333334,218,1
07972Y05EX,58,0,365912.0,442,0
07975I13YA,36,1,297493.0,422,1
07976P21WY,28,1,169402.0,447,1
07979L76QO,62,1,468692.0,996,1
07981L64GZ,40,1,467556.0,232,1
07984K87MX,37,0,471109.3333333333,226,1
07991C82XD,48,1,787482.6666666666,332,1
07992E99ZG,28,0,340898.6666666667,343,0
07992H08EH,30,1,280489.0,203,0
07992X84DF,32,1,197184.0,162,1
07998T78QV,39,1,470608.0,496,1
07999X60JW,40,1,197172.0,326,1
08005T85UV,44,1,453550.0,322,0
08006D12VZ,27,1,153869.0,296,0
08009W93PG,26,1,201432.0,680,1
08011J52ET,55,0,102416.0,38,0
08014V17JA,61,0,173381.33333333334,534,1
08017N72PB,47,1,412208.0,294,0
08024T10AL,60,1,766889.0,346,1
08026W63PI,35,0,331814.3333333334,359,1
08028H51RN,57,0,496213.3333333333,197,0
08028R12KH,59,0,288013.3333333333,1009,1
08031X45SR,45,1,241437.0,368,1
08034Z38FD,56,0,432949.3333333333,165,0
08035H27XY,62,0,527293.3333333334,235,0
08039T85BG,58,1,79447.0,471,0
08041O76FY,28,0,357488.0,253,0
08046B80ST,58,1,92927.0,350,0
08047N95UN,43,0,691824.0,816,1
08050R60ST,43,0,354133.3333333333,787,0
08053K13SU,63,1,236578.0,375,1
08053U57AY,51,0,404653.3333333333,20,0
08055T54VQ,65,0,245538.66666666666,401,1
08056B07WX,27,0,432701.3333333333,273,1
08056K21OS,38,0,454992.0,10,0
08057W88LO,54,0,192578.66666666666,430,1
08059N52UV,59,1,275928.0,45,0
08063I19HP,34,1,131846.0,412,1
08064I40GQ,50,0,301805.3333333333,6,0
08065I71BO,43,0,473474.6666666667,433,1
08065W86RT,61,1,331056.0,214,0
08071O71TN,31,0,294528.0,421,1
08076Z86IK,48,0,391664.0,373,1
08078G75FS,65,0,111029.33333333333,39,0
08078L31RI,31,0,162162.66666666666,280,1
08079D20BE,54,0,168266.66666666666,308,1
08088Q49FB,58,0,160338.66666666666,456,1
08090N01KK,35,0,152400.0,361,1
08093P99DO,59,1,341412.0,402,1
08094M42ZK,64,0,135237.33333333334,150,0
08096F27DG,50,0,658794.6666666666,446,1
08097I80OG,49,1,185752.0,389,1
08098Y92UM,48,1,392157.0,292,1
08099P43RK,47,0,665333.3333333334,386,1
08107O54VM,39,1,316678.0,447,1
08108O02HQ,37,1,198864.0,350,0
08109J23AI,34,1,130772.0,287,0
08109U04JA,41,0,487746.6666666667,45,0
08110D97QD,59,0,248850.66666666666,433,1
08113G94SG,45,1,163459.0,365,0
08118U49PU,45,1,197418.0,238,0
08121A84NA,38,1,486441.0,401,1
08121M14HL,37,0,287042.6666666667,383,1
08123E50AH,56,0,437530.6666666667,478,1
08126K93NQ,27,1,224502.0,209,0
08127D08IN,38,0,304589.3333333333,325,0
08127V46CN,55,0,391829.3333333333,216,0
08128J31LF,64,1,427467.0,456,1
08134T41GU,51,0,495632.0,258,1
08140S90PI,49,0,633309.3333333334,396,1
08142C59WS,44,1,246557.0,372,1
08142U65MC,29,0,440972.3333333334,340,0
08143C08AF,55,0,248066.66666666666,422,1
08143N40LF,41,1,230317.0,496,1
08150H10WT,57,1,548322.0,819,1
08153Z54BN,49,1,260471.0,211,1
08157W73KY,45,0,509306.6666666667,255,0
08158P33GJ,28,1,215158.0,492,0
08159D69VE,30,1,173422.0,239,0
08160K14TC,30,0,298140.0,413,1
08161Y91OS,28,1,103284.0,943,0
08163V37LT,52,0,418549.3333333333,32,1
08164Z97QT,33,0,297340.6666666667,214,1
08166S40TN,34,0,347543.3333333334,201,1
08168L47SN,46,1,405388.0,231,1
08168O86CK,50,1,226172.0,10,0
08168S18NE,52,0,225594.66666666666,210,0
08169Z02NM,39,1,381088.0,472,1
08172N35NA,26,0,224178.66666666666,42,0
08173I20ZK,42,1,311073.0,466,1
08174O34ER,46,1,405355.0,247,0
08174W98BM,60,1,422726.0,889,1
08175K70SV,43,1,404824.0,382,1
08178C04OF,55,0,504122.6666666667,190,0
08178W97FA,46,1,343653.0,106,1
08181Q40JB,45,1,316507.0,203,0
08182Y91SF,46,1,797101.3333333334,375,1
08183A90OA,60,0,480141.3333333333,296,0
08183D69BO,32,1,230144.0,312,1
08186G83WV,33,1,104639.0,499,0
08187D88DA,39,0,418245.3333333333,366,1
08187S46BU,60,1,130868.0,146,0
08189M11EV,38,0,629122.6666666666,283,0
08190Y13HM,64,1,280405.0,696,1
08195M89VE,50,0,372650.6666666667,20,0
08202F63XR,41,1,318594.0,355,0
08202J62HH,33,0,353309.3333333333,393,1
08204M39JT,31,1,128756.0,213,0
08204V32AL,48,1,450230.0,317,1
08207S20EL,28,1,260271.0,362,1
08210Y08GY,38,1,579842.6666666666,491,1
08218E74VZ,52,0,159285.33333333334,486,1
08221N00OA,56,1,431599.0,836,1
08221R23LN,33,1,126270.0,274,0
08222H18EW,49,1,158614.0,450,0
08225K11LS,60,1,430687.0,423,1
08226N50PO,45,1,409345.0,345,1
08229Q07KR,51,1,308227.0,88,1
08230R30VS,28,1,116452.0,390,1
08231S21JM,42,1,103909.0,406,1
08232F22XU,30,0,326908.6666666666,337,1
08233S67ZY,33,0,257381.33333333334,286,0
08234C96JA,61,0,482570.6666666667,901,1
08235Y41ZA,49,0,722498.6666666666,478,1
08238F53ZD,51,0,475021.3333333333,206,0
08241J89YB,45,0,467824.0,256,1
08243T21AL,27,0,438378.3333333334,255,0
08249R71KM,42,1,375866.0,286,0
08250G10VS,54,1,476821.0,228,0
08250L37LS,52,0,338013.3333333333,46,0
08251A35CL,35,1,251620.0,171,0
08259T52FZ,61,0,199104.0,344,1
08260S90ED,48,1,292426.0,378,1
08266V69CA,36,0,397525.3333333333,371,1
08268A06QB,52,0,527952.0,916,1
08268D40OA,64,0,121784.0,439,0
08271D17JI,63,0,217408.0,698,1
08273S68YA,30,1,246668.0,253,1
08276G94YN,29,0,194520.0,281,1
08276Z92KK,63,1,70170.0,278,0
08278D94RI,48,0,300016.0,326,0
08278Q66XY,64,0,159496.0,431,1
08278T54ZQ,61,0,272477.3333333333,292,0
08279J42NH,46,0,427440.0,201,1
08284Z27UZ,26,1,169497.0,411,1
08292Q85MJ,28,0,444901.3333333333,499,0
08297U34RI,35,1,191991.0,330,0
08300J71TF,49,1,184912.0,429,1
08301A06TS,25,0,453160.0,310,1
08303H72RR,27,1,180922.0,279,1
08304Y16AF,43,1,299646.0,422,1
08310R17CI,33,0,142469.33333333334,471,0
08311D72MZ,62,1,771376.0,803,1
08311X55BX,47,1,407849.0,384,1
08313J77XK,46,0,493336.0,378,1
08314A72DF,38,1,307444.0,166,1
08314B08RY,34,1,259819.0,242,0
08314D77LJ,43,1,216601.0,328,1
08315R04ZS,32,1,194678.0,265,1
08320O37ER,47,0,763805.3333333334,352,1
08321V13DV,34,1,245450.0,212,1
08322Q50CO,36,1,349035.0,45,0
08332D81JV,42,1,252031.0,487,1
08333N16UK,47,1,313049.0,320,1
08334B59OD,31,0,315058.6666666667,240,0
08334V47CI,27,1,134516.0,254,0
08337F83KG,62,0,317021.3333333333,614,1
08339L83FR,63,1,652897.0,861,1
08343Z27FU,34,1,295855.0,165,1
08347B50UT,42,1,445116.0,388,1
08350G70WE,62,0,179416.0,449,1
08350O14QG,39,1,292843.0,283,0
08354W82MU,30,1,107348.0,360,0
08358R82QR,38,1,417770.0,329,0
08360U35IM,32,1,260271.0,387,1
08364B12YS,39,1,117766.0,293,1
08366L14WD,38,0,583578.6666666666,1011,1
08366R01MG,65,1,420716.0,387,1
08368Z09AA,26,0,422523.0,474,1
08371N90XN,62,1,423540.0,363,1
08371R90NK,40,1,334067.0,49,1
08372M76JU,53,1,665503.0,641,1
08374O13ZZ,36,1,771250.6666666666,702,1
08379Y88WF,65,1,703980.0,209,1
08380A14NI,64,0,180088.0,723,0
08385A11FM,40,1,244926.0,237,1
08386B78AI,29,1,259777.0,297,0
08386Y60YV,49,1,115157.0,454,1
08388Y32OR,33,1,242592.0,101,1
08391K48FR,51,0,415090.6666666667,317,1
08393P79GT,39,1,173598.0,241,0
08394B04BF,57,1,76543.0,394,1
08395G82OR,56,0,260162.66666666666,168,0
08396N36PM,41,1,109568.0,473,0
08398C07WF,64,0,212005.33333333334,289,0
08399E21DA,50,0,499874.6666666667,732,1
08402A08SM,61,0,388976.0,450,0
08402H82AT,47,0,484864.0,46,0
08404K62GN,26,0,296368.0,311,1
08408U97EC,51,1,711211.0,208,1
08409T07NG,49,1,515658.6666666667,353,0
08413P27ZA,61,1,387351.0,445,1
08413T61KV,63,1,194727.0,568,1
08414G58LW,27,0,338580.0,241,1
08418K02GR,46,0,459517.3333333333,800,0
08423Y17ZQ,64,0,177042.66666666666,489,1
08427M27YU,37,1,262161.0,31,0
08429V54CY,50,0,370824.0,348,0
08438Y09UL,39,1,323273.0,375,1
08440G00FK,50,1,315990.0,259,0
08444V70LD,43,0,283477.3333333333,602,1
08445G25RQ,40,1,462680.0,447,1
08447E46YE,47,0,557741.3333333334,13,1
08447F66XX,63,0,440906.6666666667,572,1
08452I05ZY,49,1,372805.0,292,0
08453K55YB,48,0,486530.6666666667,306,1
08455E67CA,61,1,414151.0,226,1
08457W18JF,60,0,225896.0,411,1
08462E49QJ,37,0,485488.0,401,1
08463M74AI,53,1,479790.0,222,1
08465T31BF,42,1,676840.0,37,0
08466S81SS,46,1,414091.0,123,0
08474O59MQ,56,0,312768.0,245,0
08474P14OP,26,0,374208.0,420,0
08477I13MX,51,1,461073.0,845,1
08477L26AE,44,1,499249.0,413,0
08478E20NU,53,1,608215.0,15,1
08478M90QA,62,0,503573.3333333333,158,0
08480R73EL,44,1,787474.6666666666,226,1
08482X91ZX,65,1,257418.0,410,1
08488R91WT,39,1,451857.0,78,0
08491N20JT,39,1,448732.0,34,1
08492Z87DG,47,1,636850.6666666666,272,0
08497M29US,60,1,141961.0,404,0
08498G73PN,32,1,179706.0,662,1
08504T76SA,63,1,149105.0,317,0
08508K67NT,36,1,497666.0,449,1
08518W94XM,40,1,259973.0,204,0
08523F38XZ,34,0,441485.3333333333,46,0
08523V11HQ,30,0,314725.3333333333,416,0
08525W72KL,51,1,106734.0,294,0
08526B06RW,42,0,334330.6666666667,48,0
08527P93DO,50,1,481527.0,398,1
08527S95LV,33,1,275498.0,262,1
08528J48OH,41,1,352535.0,418,1
08528J53IA,57,0,122794.66666666667,310,0
08529G60OX,62,1,602353.0,991,1
08532A24HZ,40,1,178087.0,412,1
08534D03RF,47,0,448149.3333333333,96,0
08535E29MP,65,0,239053.33333333334,937,1
08541F42CY,34,0,345861.0,210,0
08542N53SU,54,1,710231.0,106,0
08543W45VC,59,1,538646.0,171,1
08544D40JM,37,0,498216.0,307,0
08545X56FO,29,0,296517.6666666667,338,0
08549M61BF,50,0,457016.0,238,1
08550U55VV,64,0,451005.3333333333,272,1
08557F06UI,31,0,398540.0,329,1
08559H08XJ,51,1,202389.0,210,1
08560L71MV,39,0,459877.3333333333,475,1
08565A96SI,49,0,761496.0,491,1
08569Y64AB,50,0,304909.3333333333,877,1
08570O24QB,28,1,147940.0,40,0
08573G85WT,50,1,545616.0,152,1
08576B33EK,49,1,642872.0,145,1
08577M70FS,63,1,344949.0,344,1
08582C38CS,47,0,286706.6666666667,322,0
08589S64EK,27,0,436312.3333333334,240,0
08591W89OO,60,1,258806.0,333,0
08595H57IZ,45,1,330422.0,484,1
08601R47HA,44,1,227969.0,451,1
08601S96IW,63,0,117898.66666666667,444,0
08605E71JY,62,1,327289.0,76,0
08608O74BI,62,0,484546.6666666667,321,1
08610D98OC,28,1,119938.0,378,0
08615U46HD,27,0,431946.6666666667,18,1
08617S20HG,58,0,415920.0,514,1
08620O21JQ,60,1,164840.0,324,1
08626C81JF,64,1,258185.0,159,0
08627D96UZ,43,1,223688.0,231,1
08628F51EO,29,1,227514.0,162,0
08632B16NF,28,1,138127.0,464,0
08632H66SO,40,0,703189.3333333334,299,0
08633V08BC,36,0,777498.6666666666,473,1
08634I00SJ,65,1,644164.0,83,1
08636Z34HL,41,1,178586.0,476,1
08637J42KL,55,1,575880.0,733,1
08642K29IQ,38,0,443397.3333333333,454,1
08646U09SD,35,1,285770.0,246,0
08647T96FF,33,0,188106.66666666666,301,0
08648T31HV,51,1,162845.0,22,0
08655U99DN,49,0,294938.6666666667,305,0
08664G27KX,63,0,89154.66666666667,211,0
08666F09DT,44,1,204818.0,218,1
08669E78WN,41,1,214497.0,231,1
08670T30CX,28,1,168072.0,210,0
08671R06SU,31,1,287634.0,262,0
08681C87LD,44,0,448661.3333333333,458,1
08685K09HZ,37,1,198008.0,263,0
08689G69ZQ,27,1,101509.0,599,1
08689W36MM,62,0,390208.0,232,0
08693C27QB,40,1,295228.0,370,1
08693Z85EY,61,1,475006.0,37,0
08694P69BZ,43,1,274003.0,489,0
08695J64IC,31,0,193872.0,456,0
08695P66CI,31,0,307538.6666666667,435,1
08697R63XC,43,1,320193.0,256,0
08699D20KD,61,1,175577.0,430,1
08702B04AK,25,0,157408.0,298,0
08706S73ST,45,0,393645.3333333333,123,0
08709D52RV,29,1,228720.0,407,1
08710G54NO,57,1,295617.0,270,1
08717P08NH,42,1,417525.0,217,0
08717Z91NW,29,0,281357.3333333333,365,1
08718C00YC,58,1,123677.0,582,0
08721F71CR,33,1,299877.0,724,1
08723T95PN,62,1,731263.0,39,0
08726Z24CS,55,0,219618.66666666666,218,0
08728X75UN,60,1,204018.0,561,1
08731N19ZG,26,1,211590.0,892,1
08732X00OA,33,0,223400.0,120,0
08734H44XS,63,1,534050.0,333,0
08734T51WD,26,0,434624.0,270,0
08735T32FJ,33,1,145322.0,161,0
08738B13ZI,62,0,490637.3333333333,297,1
08739Z20FM,42,1,353765.0,339,1
08746J35XG,36,1,565026.6666666666,465,1
08746Z63NF,37,1,679952.0,171,1
08749T62FY,25,1,176017.0,324,1
08752U43XF,56,0,177248.0,13,0
08756J91DF,61,1,665426.0,86,0
08763E09BT,40,1,185246.0,380,1
08765K31QB,26,0,313088.0,226,1
08769U17RL,37,1,624013.3333333334,171,0
08774L35FT,31,1,189708.0,309,0
08774Q25YW,32,1,286556.0,689,1
08780Q80YZ,56,1,524838.0,378,1
08782U21NN,36,1,465879.0,215,1
08782Y06MH,27,0,437891.3333333334,154,1
08785O24RC,42,1,395494.0,249,1
08787X81IW,61,0,393189.3333333333,567,0
08789A83NZ,34,1,238400.0,88,0
08790N88IA,37,0,428293.3333333333,295,0
08790R17EM,28,0,363056.0,441,1
